locality,postcode
Neuenkirchen,27251
Neuenkirchen,21763
Neuenkirchen,29643
Neuenkirchen,49586
Neuenkirchen-Vörden,49434
Neuenmarkt,95339
Neuenrade,58809
Neuensalz,08541
Neuenstadt am Kocher,74196
Neuenstein,36286
Neuenstein,74632
Neuental,34599
Neuerburg,54673
Neuerkirch,55471
Neufahrn bei Freising,85375
Neufahrn bei Freising,85376
Neufahrn in Niederbayern,84088
Neufeld,25724
Neufelderkoog,25724
Neuffen,72639
Neufra,72419
Neufraunhofen,84181
Neu Gülze,19258
Neuhardenberg,15320
Neuharlingersiel,26427
Neuhaus,21785
Neuhaus a.d.Pegnitz,91284
Neuhaus am Inn,94152
Neuhaus am Rennweg,98724
Neuhäusel,56335
Neuhausen,75242
Neuhausen auf den Fildern,73765
Neuhausen/Erzgebirge,09544
Neuhausen ob Eck,78579
Neuhausen/Spree,03058
Neuheilenbach,54597
Neuhemsbach,67680
Neuhof,36119
Neuhof a.d.Zenn,90616
Neuhofen,67141
Neuhütten,97843
Neuhütten,54422
Neu-Isenburg,63263
Neukalen,17154
Neu Kaliß,19294
Neukamperfehn,26835
Neukieritzsch,04575
Neukirch,01936
Neukirch,88099
Neukirchen,23779
Neukirchen,34626
Neukirchen,94362
Neukirchen,25927
Neukirchen-Balbini,92445
Neukirchen beim Heiligen Blut,93453
Neukirchen bei Sulzbach-Rosenberg,92259
Neukirchen/Erzgebirge,09221
Neukirchen/Pleiße,08459
Neukirchen-Vluyn,47506
Neukirchen vorm Wald,94154
Neukirch/Lausitz,01904
Neukloster,23992
Neu Kosenow,17398
Neulehe,26909
Neuleiningen,67271
Neuler,73491
Neulewin,16259
Neulingen,75245
Neulußheim,68809
Neumagen-Dhron,54347
Neumark,08496
Neumark,99439
Neumarkt i.d.OPf.,92318
Neumarkt i.d.OPf.,92348
Neumarkt-Sankt Veit,84494
Neumühle/Elster,07980
Neumünster,24534
Neumünster,24536
Neumünster,24537
Neumünster,24539
Neunburg vorm Wald,92431
Neundorf,07924
Neunheilingen,99947
Neunkhausen,57520
Neunkirchen,57290
Neunkirchen,63930
Neunkirchen,74867
Neunkirchen,56479
Neunkirchen,66538
Neunkirchen,66539
Neunkirchen,66540
Neunkirchen,54426
Neunkirchen a.Brand,91077
Neunkirchen am Potzberg,66887
Neunkirchen a. Sand,91233
Neunkirchen-Seelscheid,53819
Neuötting,84524
Neupetershain,03103
Neu Poserin,19399
Neupotz,76777
Neureichenau,94089
Neuried,82061
Neuried,82131
Neuried,77743
Neuruppin,16816
Neuruppin,16818
Neuruppin,16827
Neuruppin,16833
Neuruppin,16835
Neusalza-Spremberg,02742
Neusäß,86356
Neuschönau,94556
Neuschoo,26487
Neu-Seeland,03103
Neusitz,91616
Neusorg,95700
Neuss,41460
Neuss,41462
Neuss,41464
Neuss,41466
Neuss,41468
Neuss,41469
Neuss,41470
Neuss,41472
Neustadt,35279
Neustadt a.d.Donau,93333
Neustadt a.Main,97845
Neustadt am Kulm,95514
Neustadt am Rübenberge,31535
Neustadt an der Aisch,91413
Neustadt an der Orla,07806
Neustadt an der Waldnaab,92660
Neustadt an der Weinstraße,67433
Neustadt an der Weinstraße,67434
Neustadt an der Weinstraße,67435
Neustadt bei Coburg,96465
Neustadt (Dosse),16845
Neustadt-Glewe,19306
Neustadt in Holstein,23730
Neustadt in Sachsen,01844
Neustadt/Vogtland,08223
Neustadt/ Westerwald,56479
Neustadt (Wied),53577
Neustetten,72149
Neustrelitz,17235
Neutraubling,93073
Neutrebbin,15320
Neu-Ulm,89231
Neu-Ulm,89233
Neuweiler,75389
Neuwied,56564
Neuwied,56566
Neuwied,56567
Neuwittenbek,24161
Neuwittenbek,24214
Neu Wulmstorf,21629
Neu Zauche,15913
Neuzelle,15898
Neverin,17039
Neversdorf,23816
Newel,54309
Ney,56283
Nickenich,56645
Nidda,63667
Niddatal,61194
Nidderau,61130
Nideggen,52385
Nieblum,25938
Niebüll,25899
Nieby,24395
Nieden,17309
Niedenstein,34305
Niederahr,56414
Niederaichbach,84100
Niederalben,66887
Niederalteich,94557
Niederau,01689
Niederaula,36272
Niederbachheim,56357
Niederbergkirchen,84494
Niederbösa,99718
Niederbreitbach,56589
Niederbrombach,55767
Niederburg,55432
Niederdorf,09366
Niederdorfelden,61138
Niederdreisbach,57520
Niederdürenbach,56651
Niedere Börde,39326
Niedere Börde,39345
Niederelbert,56412
Niedererbach,56412
Niederer Fläming,14913
Niedereschach,78078
Niederfell,56332
Niederfinow,16248
Niederfischbach,57572
Niederfrohna,09243
Niederfüllbach,96489
Niedergebra,99759
Niedergeckler,54675
Niedergörsdorf,14913
Niederhambach,55767
Niederhausen,55585
Niederhausen an der Appel,67822
Niederheimbach,55413
Nieder-Hilbersheim,55437
Niederhofen,56316
Niederhorbach,76889
Niederhosenbach,55758
Niederirsen,57589
Niederkassel,53859
Niederkirchen,67700
Niederkirchen bei Deidesheim,67150
Nieder Kostenz,55481
Niederkrüchten,41372
Niederkumbd,55469
Niederlangen,49779
Niederlauch,54614
Niederlauer,97618
Niedermohr,66879
Niedermoschel,67822
Niedermurach,92545
Niedernberg,63843
Niederneisen,65629
Niedernhall,74676
Niedernhausen,65527
Niedernwöhren,31712
Niederöfflingen,54533
Nieder-Olm,55268
Niederorschel,37327
Niederorschel,37355
Niederotterbach,76889
Niederpierscheid,54649
Niederraden,54675
Niederrieden,87767
Niederroßbach,56479
Niedersayn,56244
Niederscheidweiler,54533
Niederschlettenbach,76891
Niederschönenfeld,86694
Niedersohren,55487
Niederstadtfeld,54570
Niederstaufenbach,66879
Niederstedem,54634
Niedersteinebach,56593
Niederstetten,97996
Niederstotzingen,89168
Niedert,56291
Niedertaufkirchen,84494
Niedertiefenbach,56368
Niedertrebra,99518
Niederviehbach,84183
Niederwallmenach,56357
Niederwambach,57614
Niederweiler,54636
Niederweiler,55491
Niederweis,54298
Niederweis,54668
Niederwerrn,97464
Niederwerth,56179
Niederwiesa,09577
Nieder-Wiesen,55234
Niederwinkling,94559
Niederwörresbach,55758
Niederwürschnitz,09399
Niederzier,52382
Niederzimmern,99428
Niederzissen,56651
Niefern-Öschelbronn,75223
Nieheim,33039
Niehl,54646
Niemegk,14823
Niemetal,37127
Nienborstel,24819
Nienburg (Saale),06429
Nienburg/Weser,31582
Nienbüttel,25596
Niendorf bei Berkenthin,23919
Niendorf/Stecknitz,23881
Nienhagen,18211
Nienhagen,29336
Nienstädt,31688
Nienwohld,23863
Niepars,18442
Niersbach,54518
Nierstein,55283
Niesgrau,24395
Niesky,02906
Nieste,34329
Niestetal,34266
Nievern,56132
Nimritz,07381
Nimshuscheid,54612
Nimsreuland,54614
Nindorf,25704
Nindorf,24594
Nister,57645
Nisterau,56472
Nisterberg,56472
Nister-Möhrendorf,56477
Nistertal,57647
Nittel,54453
Nittenau,93149
Nittendorf,93152
Nitz,56729
Nobitz,04603
Nochern,56357
Nöda,99195
Noer,24214
Nohen,55767
Nohfelden,66625
Nohn,54578
Nohra,99428
Nomborn,56412
Nonnenhorn,88149
Nonnweiler,66620
Norath,56291
Norddeich,25764
Norddorf auf Amrum,25946
Norden,26506
Nordendorf,86695
Nordenham,26954
Norderbrarup,24392
Norderfriedrichskoog,25870
Norderheistedt,25779
Nordermeldorf,25704
Norderney,26548
Norderstedt,22844
Norderstedt,22846
Norderstedt,22848
Norderstedt,22850
Norderstedt,22851
Norderwöhrden,25746
Nordhackstedt,24980
Nordhalben,96365
Nordharz,38855
Nordharz,38871
Nordhastedt,25785
Nordhausen,99734
Nordheim,74226
Nordheim a.Main,97334
Nordheim v.d.Rhön,97647
Nordhofen,56242
Nordhorn,48527
Nordhorn,48529
Nordhorn,48531
Nordkirchen,59394
Nordleda,21765
Nördlingen,86720
Nordrach,77787
Nordsehl,31717
Nordstemmen,31171
Nordstrand,25845
Nordwalde,48356
Nordwestuckermark,17291
Norheim,55585
Norken,57629
Norstedt,25884
Nörten-Hardenberg,37176
Nörtershausen,56283
Northeim,37154
Nortmoor,26845
Nortorf,25554
Nortorf,24589
Nortrup,49638
Nörvenich,52388
Nossen,01683
Nossendorf,17111
Nossentiner Hütte,17214
Nostorf,19258
Nothweiler,76891
Nottensdorf,21640
Nottfeld,24392
Nottleben,99192
Nottuln,48301
Notzingen,73274
Nübbel,24809
Nübel,24881
Nüdlingen,97720
Nufringen,71154
Nümbrecht,51588
Nünchritz,01612
Nünschweiler,66989
Nürburg,53520
Nürnberg,90402
Nürnberg,90403
Nürnberg,90408
Nürnberg,90409
Nürnberg,90411
Nürnberg,90419
Nürnberg,90425
Nürnberg,90427
Nürnberg,90429
Nürnberg,90431
Nürnberg,90439
Nürnberg,90441
Nürnberg,90443
Nürnberg,90449
Nürnberg,90451
Nürnberg,90453
Nürnberg,90455
Nürnberg,90459
Nürnberg,90461
Nürnberg,90469
Nürnberg,90471
Nürnberg,90473
Nürnberg,90475
Nürnberg,90478
Nürnberg,90480
Nürnberg,90482
Nürnberg,90489
Nürnberg,90491
Nürtingen,72622
Nusbaum,54675
Nusplingen,72362
Nußbach,67759
Nußbaum,55569
Nußdorf,83365
Nußdorf am Inn,83131
Nusse,23896
Nußloch,69226
Nustrow,18195
Nüsttal,36167
Nuthetal,14558
Nuthe-Urstromtal,14947
Nutteln,25594
Nützen,24568
Oberahr,56414
Oberalben,66871
Oberammergau,82487
Oberarnbach,66851
Oberasbach,90522
Oberau,82496
Oberaudorf,83080
Oberaula,36280
Oberaurach,97514
Oberbachheim,56355
Oberbarnim,15377
Oberbergkirchen,84564
Oberbettingen,54578
Oberbillig,54331
Oberbodnitz,07646
Oberboihingen,72644
Oberbösa,99718
Oberbrombach,55767
Oberdachstetten,91617
Oberderdingen,75038
Oberdiebach,55413
Oberding,85445
Oberdischingen,89610
Oberdolling,85129
Oberdreis,57639
Oberdürenbach,56651
Oberehe-Stroheich,54578
Oberelbert,56412
Oberelsbach,97656
Oberelz,56767
Obererbach,57612
Obererbach,56414
Obere Warnow,19374
Oberfell,56332
Oberfischbach,56370
Ober-Flörsheim,55234
Obergeckler,54675
Obergriesbach,86573
Obergröningen,73569
Obergünzburg,87634
Obergurig - Hornja Hórka,02692
Oberhaching,82041
Oberhaching,82064
Oberhaid,56237
Oberhaid,96173
Oberhambach,55765
Oberharmersbach,77784
Oberharz am Brocken,38875
Oberharz am Brocken,38877
Oberharz am Brocken,38889
Oberharz am Brocken,38899
Oberhausen,46045
Oberhausen,46047
Oberhausen,46049
Oberhausen,46117
Oberhausen,46119
Oberhausen,46145
Oberhausen,46147
Oberhausen,46149
Oberhausen,82386
Oberhausen,86697
Oberhausen,76887
Oberhausen an der Appel,67822
Oberhausen an der Nahe,55585
Oberhausen bei Kirn,55606
Oberhausen-Rheinhausen,68794
Oberheimbach,55413
Oberheldrungen,06577
Ober-Hilbersheim,55437
Oberhof,98559
Oberhonnefeld-Gierend,56587
Oberhosenbach,55758
Oberickelsheim,97258
Oberirsen,57635
Oberkail,54533
Oberkirch,77704
Oberkirn,55624
Oberkochen,73447
Ober Kostenz,55481
Oberkotzau,95145
Oberkrämer,16727
Oberlahr,57641
Oberlangen,49779
Oberlascheid,54608
Oberlauch,54614
Oberleichtersbach,97789
Oberlungwitz,09353
Obermaiselstein,87538
Obermarchtal,89611
Obermaßfeld-Grimmenthal,98617
Obermehler,99996
Obermeitingen,86836
Obermichelbach,90587
Ober-Mörlen,61239
Obermoschel,67823
Obernau,57638
Obernbreit,97342
Obernburg am Main,63785
Oberndorf,21787
Oberndorf,67821
Oberndorf a.Lech,86698
Oberndorf am Neckar,78727
Oberneisen,65558
Oberneukirchen,84565
Obernfeld,37434
Obernheim,72364
Obernheim-Kirchenarnbach,66919
Obernhof,56379
Obernholz,29386
Obernkirchen,31683
Obernzell,94107
Obernzell,94130
Obernzenn,91619
Oberöfflingen,54533
Ober-Olm,55270
Oberoppurg,07381
Oberostendorf,86869
Oberotterbach,76889
Oberottmarshausen,86507
Oberpframmern,85667
Oberpierscheid,54649
Oberpleichfeld,97241
Oberpöring,94562
Oberraden,56587
Ober-Ramstadt,64372
Oberreichenbach,75394
Oberreichenbach,91097
Oberreidenbach,55758
Oberreute,88179
Oberried,79254
Oberrieden,87769
Oberriexingen,71739
Oberrod,56479
Oberroßbach,56479
Oberrot,74420
Oberroth,89294
Oberscheidweiler,54533
Oberscheinfeld,91483
Oberschleißheim,85764
Oberschlettenbach,76889
Oberschneiding,94363
Oberschöna,09600
Oberschönegg,87770
Oberschwarzach,97516
Oberschweinbach,82294
Obersimten,66957
Obersinn,97791
Obersöchering,82395
Obersontheim,74423
Oberstadion,89613
Oberstadt,98530
Oberstadtfeld,54570
Oberstaufen,87534
Oberstaufenbach,66879
Oberstdorf,87561
Oberstedem,54634
Obersteinebach,56593
Oberstenfeld,71720
Oberstreit,55596
Oberstreu,97640
Obersulm,74182
Obersülzen,67271
Obersüßbach,84101
Obertaufkirchen,84419
Oberteuringen,88094
Oberthal,66649
Oberthulba,97723
Obertiefenbach,56357
Obertraubling,93083
Obertrebra,99510
Obertrubach,91286
Obertshausen,63179
Oberuckersee,17291
Oberursel,61440
Oberviechtach,92526
Oberwallmenach,56357
Oberwambach,57614
Oberweid,98634
Oberweiler,54636
Oberweiler im Tal,67756
Oberweiler-Tiefenbach,67752
Oberweis,54636
Oberwesel,55430
Oberweser,34399
Oberwiera,08396
Oberwies,56379
Oberwiesen,67294
Oberwiesenthal,09484
Oberwolfach,77709
Oberwörresbach,55758
Oberzent,64760
Oberzissen,56651
Obhausen,06268
Obing,83119
Obrigheim,74847
Obrigheim (Pfalz),67283
Ochsenfurt,97199
Ochsenhausen,88416
Ochtendung,56299
Ochtersum,26489
Ochtrup,48607
Ockenfels,53545
Ockenheim,55437
Ockfen,54441
Ockholm,25842
Odderade,25785
Odelzhausen,85235
Odenbach,67748
Odenthal,51519
Oderaue,16259
Oderberg,16248
Odernheim am Glan,55571
Oderwitz,02791
Odisheim,21775
Oebisfelde-Weferlingen,39343
Oebisfelde-Weferlingen,39356
Oebisfelde-Weferlingen,39359
Oebisfelde-Weferlingen,39646
Oechsen,36404
Oederan,09569
Oederquart,21734
Oedheim,74229
Oelde,59302
Oelixdorf,25524
Oelsberg,56357
Oelsnitz/Erzgeb.,09376
Oelsnitz/Vogtl.,08606
Oerel,27432
Oer-Erkenschwick,45739
Oering,23845
Oerlenbach,97714
Oerlinghausen,33813
Oersberg,24407
Oersdorf,24568
Oeschebüttel,25548
Oesterdeichstrich,25761
Oesterwurth,25764
Oestrich-Winkel,65375
Oettern,99438
Oettersdorf,07907
Oettingen i.Bay.,86732
Oetzen,29588
Oevenum,25938
Oeversee,24988
Offenau,74254
Offenbach am Main,63065
Offenbach am Main,63067
Offenbach am Main,63069
Offenbach am Main,63071
Offenbach am Main,63073
Offenbach am Main,63075
Offenbach an der Queich,76877
Offenbach-Hundheim,67749
Offenberg,94560
Offenburg,77652
Offenburg,77654
Offenburg,77656
Offenbüttel,25767
Offenhausen,91238
Offenheim,55234
Offingen,89362
Offstein,67591
Ofterdingen,72131
Ofterschwang,87527
Oftersheim,68723
Oggelshausen,88422
Ohlenhard,53520
Ohlsbach,77797
Ohlstadt,82441
Ohlweiler,55469
Ohmbach,66903
Ohmden,73275
Ohne,48465
Öhningen,78337
Ohorn,01896
Ohrdruf,99885
Ohrenbach,91620
Öhringen,74613
Ohrum,38312
Olbernhau,09526
Olbersdorf,02785
Ölbronn-Dürrn,75248
Olching,82140
Oldenborstel,25560
Oldenburg,26121
Oldenburg,26122
Oldenburg,26123
Oldenburg,26125
Oldenburg,26127
Oldenburg,26129
Oldenburg,26131
Oldenburg,26133
Oldenburg,26135
Oldenburg in Holstein,23758
Oldenbüttel,25557
Oldendorf,21726
Oldendorf,25588
Oldendorf (Luhe),21385
Oldenhütten,24793
Oldenswort,25870
Oldersbek,25873
Olderup,25860
Oldsum,25938
Olfen,59399
Ollendorf,99198
Öllingen,89129
Ollmuth,54316
Olmscheid,54689
Olpe,57462
Olsberg,59939
Olsbrücken,67737
Olsdorf,54646
Ölsen,57612
Olzheim,54597
Onsdorf,54456
Opfenbach,88145
Öpfingen,89614
Oppach,02736
Oppenau,77728
Oppenheim,55276
Oppenweiler,71560
Oppenweiler,71570
Oppershausen,99986
Oppertshausen,55469
Oppurg,07381
Oranienbaum-Wörlitz,06785
Oranienburg,16515
Orbis,67294
Orenhofen,54298
Orfgen,57632
Orlamünde,07768
Orlenbach,54595
Ormont,54597
Ornbau,91737
Orsfeld,54655
Orsingen-Nenzingen,78359
Ortenberg,63683
Ortenberg,77799
Ortenburg,94496
Ortrand,01990
Osann-Monzel,54518
Osburg,54317
Oschatz,04758
Oschersleben,39387
Osdorf,24251
Osloß,38557
Osnabrück,49074
Osnabrück,49076
Osnabrück,49078
Osnabrück,49080
Osnabrück,49082
Osnabrück,49084
Osnabrück,49086
Osnabrück,49088
Osnabrück,49090
Oßling - Wóslink,01920
Ostbevern,48346
Osteel,26529
Ostelsheim,75395
Osten,21756
Ostenfeld,24790
Ostenfeld (Husum),25872
Osterberg,89296
Osterbruch,21762
Osterburg (Altmark),39606
Osterburken,74706
Osterby,24367
Osterby,24994
Ostercappeln,49179
Ostereistedt,27404
Osterfeld,06721
Osterheide,29664
Osterheide,29683
Osterhever,25836
Osterhofen,94486
Osterholz-Scharmbeck,27711
Osterhorn,25364
Osternienburger Land,06386
Osterode,37520
Oster-Ohrstedt,25885
Osterrade,25767
Osterrönfeld,24783
Osterspai,56340
Osterstedt,25590
Osterwald,49828
Osterwieck,38835
Osterwieck,38836
Osterzell,87662
Ostfildern,73760
Osthausen-Wülfershausen,99310
Ostheim v.d.Rhön,97645
Osthofen,67574
Ostrach,88356
Ostramondra,99636
Ostrau,04749
Ostrhauderfehn,26842
Östringen,76684
Ostritz,02899
Ostrohe,25746
Oststeinbek,22113
Ötigheim,76470
Ötisheim,75443
Ottenbach,73113
Ottenbach,73529
Ottenbüttel,25591
Ottendorf,24107
Ottendorf,07646
Ottendorf-Okrilla,01458
Ottenhofen,85570
Ottenhöfen im Schwarzwald,77883
Ottensoos,91242
Ottenstein,31868
Otter,21259
Otterbach,67731
Otterberg,67697
Otterfing,83624
Otterndorf,21762
Ottersberg,28870
Ottersheim,67308
Ottersheim bei Landau,76879
Otterstadt,67166
Ottersweier,77833
Otterwisch,04668
Otting,86700
Ottobeuren,87724
Ottobrunn,85521
Ottrau,34633
Ottstedt am Berge,99428
Ottweiler,66564
Otzberg,64853
Otzing,94563
Ötzingen,56244
Otzweiler,55606
Ovelgönne,26939
Overath,51491
Owen,73277
Owingen,88696
Owschlag,24811
Owschlag,24848
Oybin,02797
Oy-Mittelberg,87466
Oyten,28876
Padenstedt,24634
Paderborn,33098
Paderborn,33100
Paderborn,33102
Paderborn,33104
Paderborn,33106
Paderborn,33154
Paderborn,33161
Pähl,82396
Pahlen,25794
Painten,93351
Paitzdorf,07580
Palling,83349
Palzem,54439
Pampow,19075
Panker,24321
Panketal,16341
Panschwitz-Kuckau - Panćicy-Kukow,01920
Pantelitz,18442
Panten,23896
Pantenburg,54531
Panzweiler,56865
Papenburg,26871
Papendorf,18059
Papendorf,17309
Papenhagen,18510
Pappenheim,91788
Parchim,19370
Parchim,19374
Parchtitz,18528
Parkstein,92711
Parkstetten,94365
Parsau,38470
Parsberg,92331
Parsteinsee,16248
Partenheim,55288
Partenstein,97846
Parthenstein,04668
Paschel,54314
Pasewalk,17309
Paska,07381
Passade,24253
Passau,94032
Passau,94034
Passau,94036
Passee,23992
Passow,19386
Passow,16306
Pastetten,85669
Patersberg,56348
Patersdorf,94265
Pätow-Steegen,19230
Pattensen,30982
Patzig,18528
Paulinenaue,14641
Paunzhausen,85307
Pausa-Mühltroff,07919
Pausa-Mühltroff,07952
Pausa-Mühltroff,08539
Päwesin,14778
Pechbrunn,95701
Peenehagen,17192
Peenehagen,17194
Peenemünde,17449
Peffingen,54668
Pegau,04523
Pegestorf,37619
Pegnitz,91257
Peine,31224
Peine,31226
Peine,31228
Peissen,25551
Peißenberg,82380
Peiting,86971
Peitz,03185
Pellingen,54331
Pellworm,25845
Pellworm,25849
Pelm,54570
Pemfling,93482
Penig,09322
Penkow,17213
Penkun,17328
Pennigsehl,31621
Pentling,93080
Penzberg,82377
Penzin,18249
Penzing,86929
Penzlin,17217
Penzlin,17219
Perach,84567
Perasdorf,94366
Perkam,94368
Perl,66706
Perleberg,19348
Perlesreut,94157
Perlin,19209
Perscheid,55430
Pessin,14641
Petersaurach,91580
Petersberg,36100
Petersberg,66989
Petersberg,06193
Petersberg,07616
Petersdorf,86574
Petershagen,32469
Petershagen/Eggersdorf,15345
Petershagen/Eggersdorf,15370
Petershausen,85238
Peterslahr,57632
Peterswald-Löffelscheid,56858
Petriroda,99887
Pettendorf,93186
Petting,83367
Pettstadt,96175
Peuschen,07389
Pfaffenhausen,87772
Pfaffenhofen,74397
Pfaffenhofen a.d.Roth,89284
Pfaffenhofen an der Glonn,85235
Pfaffenhofen an der Ilm,85276
Pfaffen-Schwabenheim,55546
Pfaffenweiler,79292
Pfaffing,83539
Pfaffschwende,37308
Pfakofen,93101
Pfalzfeld,56291
Pfalzgrafenweiler,72285
Pfarrkirchen,84347
Pfarrweisach,96176
Pfatter,93102
Pfedelbach,74629
Pfeffelbach,66871
Pfeffenhausen,84076
Pferdingsleben,99869
Pfinztal,76327
Pfofeld,91738
Pförring,85104
Pforzen,87666
Pforzheim,75172
Pforzheim,75173
Pforzheim,75175
Pforzheim,75177
Pforzheim,75179
Pforzheim,75180
Pforzheim,75181
Pfreimd,92536
Pfronstetten,72539
Pfronten,87459
Pfullendorf,88630
Pfullingen,72793
Pfungstadt,64319
Philippsburg,76661
Philippsheim,54662
Philippsreut,94158
Philippsthal,36269
Picher,19230
Pickließem,54647
Piding,83451
Pielenhofen,93188
Piesport,54498
Pillig,56753
Pilsach,92367
Pilsting,94431
Pingelshagen,19069
Pinneberg,25421
Pinnow,19065
Pinnow,16278
Pintesfeld,54649
Pinzberg,91361
Pirk,92712
Pirmasens,66953
Pirmasens,66954
Pirmasens,66955
Pirna,01796
Pirow,19348
Pittenbach,54595
Pittenhart,83132
Plaaz,18276
Plaidt,56637
Planebruch,14822
Planegg,82152
Planetal,14806
Plankenfels,95515
Plankstadt,68723
Plascheid,54673
Plate,19086
Platten,54518
Plattenburg,19339
Plattling,94447
Plau am See,19395
Plaue,99338
Plauen,08523
Plauen,08525
Plauen,08527
Plauen,08529
Plauen,08541
Plauen,08547
Plech,91287
Pleckhausen,56593
Pleidelsheim,74385
Plein,54518
Pleinfeld,91785
Pleiskirchen,84568
Pleisweiler-Oberhofen,76889
Pleitersheim,55576
Pleizenhausen,55469
Pleß,87773
Plessa,04928
Plettenberg,58840
Pleystein,92714
Pliening,85652
Pliezhausen,72124
Plochingen,73207
Plön,24306
Plößberg,95703
Plothen,07907
Plötzkau,06425
Plöwen,17321
Plüderhausen,73642
Plüderhausen,73655
Plütscheid,54597
Pluwig,54316
Pockau-Lengefeld,09509
Pockau-Lengefeld,09514
Pocking,94060
Pöcking,82343
Podelzig,15326
Pogeez,23911
Poggensee,23896
Pohl,56357
Pöhl,08543
Pohle,31867
Pohlheim,35415
Pohnsdorf,24211
Poing,85586
Pokrent,19205
Polch,56751
Pölchow,18059
Pölich,54340
Pölitz,23847
Polle,37647
Pollenfeld,85131
Pollhagen,31718
Polling,82398
Polling,84570
Polsingen,91805
Pölzig,07554
Polzow,17309
Pommelsbrunn,91224
Pommerby,24395
Pommern,56829
Pommersfelden,96178
Pomster,53534
Ponitz,04639
Poppenbüll,25836
Poppendorf,18184
Poppenhausen,97490
Poppenhausen,36163
Poppenricht,92284
Pörmitz,07907
Pörnbach,85309
Porta Westfalica,32457
Pöschendorf,25560
Poseritz,18574
Pösing,93483
Pößneck,07381
Postau,84103
Postbauer-Heng,92353
Posterstein,04626
Postfeld,24211
Postlow,17391
Postmünster,84389
Potsdam,14467
Potsdam,14469
Potsdam,14471
Potsdam,14473
Potsdam,14476
Potsdam,14478
Potsdam,14480
Potsdam,14482
Pottenstein,91278
Pöttmes,86554
Pottum,56459
Poxdorf,91099
Poxdorf,07616
Poyenberg,25581
Pracht,57589
Prackenbach,94267
Pragsdorf,17094
Prasdorf,24253
Prath,56346
Prebberede,17168
Prebitz,95473
Preetz,24211
Preetz,18445
Preischeid,54673
Preischeid,54689
Preist,54664
Prem,86984
Premnitz,14727
Prenzlau,17291
Prerow,18375
Pressath,92690
Presseck,95355
Pressig,96332
Pretzfeld,91362
Preußisch Oldendorf,32361
Prezelle,29491
Priborn,17209
Prichsenstadt,97357
Prien am Chiemsee,83209
Priepert,17255
Priesendorf,96170
Priestewitz,01561
Prinzenmoor,24805
Prinzhöfte,27243
Pripsleben,17091
Prisdorf,25497
Prislich,19300
Prittriching,86931
Pritzier,19230
Pritzwalk,16928
Probsteierhagen,24253
Probstzella,07330
Prohn,18445
